Hospital_ID,Timestamp,Shift,ER_Arrivals,Ambulance_Arrivals,General_Admissions,ICU_Admissions,ICU_Discharges,ICU_Transfers_In,ICU_Transfers_Out,ICU_Occupied_Beds,ICU_Available_Beds,ICU_Occupancy_Pct,HDU_Occupied_Beds,General_Occupied_Beds,Private_Occupied_Beds,Total_Occupied_Beds,Hospital_Occupancy_Pct,Ventilators_In_Use,Ventilators_Available,ICU_Staff_Available,Staff_Shortage_Flag,Elective_Surgeries,Event,ICU_Risk
HOSP_001,2024-07-25 03:00:00,Night,7,1,6,2,2,2,2,12,28,30.0,17,150,47,226,75.33,5,20,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 04:00:00,Night,1,0,6,0,0,1,2,12,28,30.0,20,146,44,222,74.0,5,20,21,0,1,Normal Operations,LOW
HOSP_001,2024-07-25 05:00:00,Night,1,0,7,1,0,0,1,12,28,30.0,19,161,47,239,79.67,6,19,19,0,1,Normal Operations,LOW
HOSP_001,2024-07-25 06:00:00,Morning,7,2,4,0,2,2,1,12,28,30.0,17,157,43,229,76.33,7,18,18,0,1,Normal Operations,LOW
HOSP_001,2024-07-25 07:00:00,Morning,5,1,6,1,0,1,0,15,25,37.5,22,159,42,238,79.33,8,17,23,0,1,Normal Operations,LOW
HOSP_001,2024-07-25 08:00:00,Morning,6,1,8,2,1,0,1,16,24,40.0,23,149,44,232,77.33,6,19,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-25 09:00:00,Morning,5,1,3,1,1,3,1,18,22,45.0,20,148,46,232,77.33,9,16,24,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 10:00:00,Morning,7,1,2,1,1,0,1,16,24,40.0,19,154,48,237,79.0,8,17,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 11:00:00,Morning,4,1,7,0,2,0,0,15,25,37.5,18,153,49,235,78.33,6,19,20,0,3,Normal Operations,LOW
HOSP_001,2024-07-25 12:00:00,Morning,9,2,7,4,3,0,0,15,25,37.5,19,159,42,235,78.33,5,20,23,0,6,Normal Operations,LOW
HOSP_001,2024-07-25 13:00:00,Morning,10,2,11,2,4,2,0,15,25,37.5,24,157,48,244,81.33,6,19,20,0,3,Normal Operations,LOW
HOSP_001,2024-07-25 14:00:00,Evening,8,2,10,0,4,0,1,12,28,30.0,18,160,47,237,79.0,5,20,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 15:00:00,Evening,10,1,7,2,3,0,1,12,28,30.0,22,162,48,244,81.33,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 16:00:00,Evening,7,1,10,3,2,0,1,12,28,30.0,20,162,50,244,81.33,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-25 17:00:00,Evening,4,1,9,1,2,1,1,12,28,30.0,21,154,47,234,78.0,5,20,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-25 18:00:00,Evening,8,1,6,1,3,0,2,12,28,30.0,22,153,48,235,78.33,5,20,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 19:00:00,Evening,7,1,4,2,2,1,0,13,27,32.5,21,164,44,242,80.67,5,20,24,0,5,Normal Operations,LOW
HOSP_001,2024-07-25 20:00:00,Evening,7,1,8,0,2,1,0,13,27,32.5,22,159,44,238,79.33,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-25 21:00:00,Evening,4,1,9,0,3,1,1,12,28,30.0,18,147,39,216,72.0,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-25 22:00:00,Night,5,1,6,1,1,0,1,12,28,30.0,21,154,47,234,78.0,6,19,17,0,1,Normal Operations,LOW
HOSP_001,2024-07-25 23:00:00,Night,6,1,4,1,3,0,0,12,28,30.0,21,158,41,232,77.33,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 00:00:00,Night,6,1,4,1,2,0,0,12,28,30.0,21,150,40,223,74.33,8,17,20,0,5,Normal Operations,LOW
HOSP_001,2024-07-26 01:00:00,Night,4,1,5,0,0,0,0,12,28,30.0,14,150,42,218,72.67,5,20,20,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 02:00:00,Night,6,1,3,1,0,0,0,13,27,32.5,20,146,41,220,73.33,6,19,19,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 03:00:00,Night,11,2,10,2,2,1,1,13,27,32.5,23,154,47,237,79.0,3,22,18,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 04:00:00,Night,4,1,8,1,1,0,0,14,26,35.0,17,155,38,224,74.67,8,17,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-26 05:00:00,Night,8,2,6,1,3,0,0,12,28,30.0,19,154,43,228,76.0,6,19,19,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 06:00:00,Morning,8,1,4,1,1,2,0,15,25,37.5,21,146,39,221,73.67,5,20,18,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 07:00:00,Morning,7,2,5,1,2,1,2,13,27,32.5,24,158,47,242,80.67,4,21,23,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 08:00:00,Morning,9,2,6,0,2,0,2,12,28,30.0,20,150,48,230,76.67,5,20,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 09:00:00,Morning,10,2,6,2,2,1,0,13,27,32.5,21,160,45,239,79.67,5,20,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 10:00:00,Morning,4,1,11,0,2,0,1,12,28,30.0,20,155,48,235,78.33,5,20,21,0,6,Normal Operations,LOW
HOSP_001,2024-07-26 11:00:00,Morning,10,1,3,1,1,0,0,13,27,32.5,20,160,38,231,77.0,3,22,23,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 12:00:00,Morning,2,0,9,1,5,0,0,12,28,30.0,19,144,42,217,72.33,4,21,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-26 13:00:00,Morning,3,1,6,0,1,0,0,12,28,30.0,20,151,40,223,74.33,7,18,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 14:00:00,Evening,3,0,9,0,0,1,0,14,26,35.0,19,156,42,231,77.0,7,18,22,0,4,Normal Operations,LOW
HOSP_001,2024-07-26 15:00:00,Evening,5,1,5,1,1,0,0,15,25,37.5,24,159,42,240,80.0,9,16,21,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 16:00:00,Evening,1,0,3,0,3,1,2,12,28,30.0,21,149,41,223,74.33,3,22,21,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 17:00:00,Evening,8,1,6,0,1,2,0,14,26,35.0,20,155,45,234,78.0,4,21,22,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 18:00:00,Evening,8,1,3,1,1,0,0,14,26,35.0,22,156,38,230,76.67,6,19,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 19:00:00,Evening,8,2,3,0,2,0,1,12,28,30.0,19,156,48,235,78.33,7,18,23,0,2,Normal Operations,LOW
HOSP_001,2024-07-26 20:00:00,Evening,3,1,10,0,4,1,1,12,28,30.0,19,161,41,233,77.67,5,20,17,0,1,Normal Operations,LOW
HOSP_001,2024-07-26 21:00:00,Evening,8,1,7,0,2,0,1,12,28,30.0,21,145,43,221,73.67,4,21,20,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 22:00:00,Night,8,1,9,1,0,1,0,14,26,35.0,18,154,42,228,76.0,5,20,18,0,3,Normal Operations,LOW
HOSP_001,2024-07-26 23:00:00,Night,3,1,4,0,2,0,0,12,28,30.0,15,149,45,221,73.67,6,19,18,0,4,Normal Operations,LOW
HOSP_001,2024-07-27 00:00:00,Night,5,1,3,1,0,1,1,13,27,32.5,19,140,43,215,71.67,7,18,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 01:00:00,Night,5,1,4,0,0,0,0,13,27,32.5,19,144,40,216,72.0,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 02:00:00,Night,2,0,4,1,4,0,0,12,28,30.0,21,147,39,219,73.0,5,20,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 03:00:00,Night,3,1,4,0,0,0,0,12,28,30.0,18,139,38,207,69.0,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 04:00:00,Night,8,1,3,1,0,1,0,14,26,35.0,21,142,39,216,72.0,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 05:00:00,Night,4,1,5,2,4,1,1,13,27,32.5,20,140,36,209,69.67,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 06:00:00,Morning,4,1,3,0,1,1,0,13,27,32.5,19,147,40,219,73.0,6,19,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 07:00:00,Morning,7,1,7,0,2,0,0,12,28,30.0,19,150,37,218,72.67,6,19,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 08:00:00,Morning,4,0,4,1,3,1,0,12,28,30.0,18,140,38,208,69.33,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 09:00:00,Morning,2,0,3,0,3,0,1,12,28,30.0,19,146,44,221,73.67,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 10:00:00,Morning,4,1,4,0,0,0,0,12,28,30.0,20,150,37,219,73.0,5,20,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 11:00:00,Morning,6,1,11,1,2,0,0,12,28,30.0,22,137,43,214,71.33,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 12:00:00,Morning,6,0,2,2,0,3,0,18,22,45.0,17,135,39,209,69.67,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 13:00:00,Morning,4,1,2,1,4,1,0,16,24,40.0,17,148,41,222,74.0,8,17,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 14:00:00,Evening,2,0,4,0,1,1,0,16,24,40.0,19,146,39,220,73.33,8,17,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 15:00:00,Evening,7,1,3,1,4,1,1,13,27,32.5,21,131,42,207,69.0,8,17,24,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 16:00:00,Evening,5,1,3,1,1,1,0,14,26,35.0,21,149,44,228,76.0,5,20,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 17:00:00,Evening,6,1,0,0,4,1,0,12,28,30.0,20,146,39,217,72.33,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 18:00:00,Evening,5,1,1,1,1,1,0,13,27,32.5,19,137,36,205,68.33,6,19,24,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 19:00:00,Evening,2,0,8,0,2,1,0,12,28,30.0,19,136,40,207,69.0,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 20:00:00,Evening,4,1,3,1,0,0,0,13,27,32.5,22,146,42,223,74.33,4,21,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 21:00:00,Evening,2,0,7,0,1,1,1,12,28,30.0,18,142,44,216,72.0,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 22:00:00,Night,4,1,9,1,2,3,0,14,26,35.0,25,132,41,212,70.67,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-27 23:00:00,Night,5,1,3,1,0,3,1,18,22,45.0,22,139,36,215,71.67,7,18,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 00:00:00,Night,8,1,3,2,2,0,0,18,22,45.0,21,157,40,236,78.67,7,18,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 01:00:00,Night,4,1,7,1,0,0,0,19,21,47.5,22,148,38,227,75.67,8,17,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 02:00:00,Night,9,1,6,1,1,0,0,19,21,47.5,22,136,39,216,72.0,8,17,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 03:00:00,Night,4,1,4,1,1,1,1,20,20,50.0,25,145,36,226,75.33,9,16,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 04:00:00,Night,3,1,3,2,4,0,0,18,22,45.0,18,139,41,216,72.0,7,18,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 05:00:00,Night,4,1,2,2,2,0,0,18,22,45.0,22,144,39,223,74.33,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 06:00:00,Morning,7,2,3,0,3,1,0,16,24,40.0,20,146,39,221,73.67,7,18,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 07:00:00,Morning,4,1,6,0,0,1,0,17,23,42.5,24,140,37,218,72.67,7,18,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 08:00:00,Morning,7,1,7,0,1,0,0,15,25,37.5,14,152,39,220,73.33,6,19,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 09:00:00,Morning,5,1,7,0,3,1,1,12,28,30.0,21,153,37,223,74.33,5,20,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 10:00:00,Morning,6,1,0,0,2,1,0,12,28,30.0,20,144,41,217,72.33,3,22,23,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 11:00:00,Morning,4,1,6,0,1,0,1,12,28,30.0,21,152,47,232,77.33,6,19,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 12:00:00,Morning,2,0,5,0,2,1,2,12,28,30.0,18,152,46,228,76.0,4,21,23,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 13:00:00,Morning,7,1,6,0,3,0,0,12,28,30.0,21,149,40,222,74.0,7,18,23,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 14:00:00,Evening,2,0,5,0,0,1,0,12,28,30.0,19,152,41,224,74.67,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 15:00:00,Evening,1,0,4,1,1,1,0,13,27,32.5,20,151,41,225,75.0,8,17,23,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 16:00:00,Evening,6,1,9,0,3,1,1,12,28,30.0,17,152,41,222,74.0,5,20,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 17:00:00,Evening,10,1,6,1,3,0,0,12,28,30.0,23,152,41,228,76.0,5,20,23,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 18:00:00,Evening,3,1,5,0,0,0,1,12,28,30.0,22,151,44,229,76.33,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 19:00:00,Evening,3,0,9,1,2,1,0,12,28,30.0,17,151,40,220,73.33,6,19,24,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 20:00:00,Evening,1,0,7,1,2,0,1,12,28,30.0,19,153,42,226,75.33,6,19,17,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 21:00:00,Evening,7,1,3,1,3,0,0,12,28,30.0,17,142,37,208,69.33,5,20,17,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 22:00:00,Night,7,2,2,1,2,1,1,12,28,30.0,20,144,44,220,73.33,8,17,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-28 23:00:00,Night,7,1,5,2,1,0,0,13,27,32.5,19,155,46,233,77.67,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-29 00:00:00,Night,3,1,9,1,1,0,1,12,28,30.0,19,153,47,231,77.0,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-29 01:00:00,Night,5,1,3,0,0,1,2,12,28,30.0,17,150,42,221,73.67,4,21,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-29 02:00:00,Night,5,1,11,1,4,0,0,12,28,30.0,18,150,49,229,76.33,4,21,21,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 03:00:00,Night,7,1,4,0,2,0,0,12,28,30.0,18,149,44,223,74.33,6,19,17,0,0,Normal Operations,LOW
HOSP_001,2024-07-29 04:00:00,Night,7,1,4,0,4,0,0,12,28,30.0,21,157,47,237,79.0,4,21,19,0,3,Normal Operations,LOW
HOSP_001,2024-07-29 05:00:00,Night,4,1,2,1,0,0,0,13,27,32.5,21,161,40,235,78.33,6,19,20,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 06:00:00,Morning,6,1,6,0,4,0,0,12,28,30.0,16,167,48,243,81.0,6,19,18,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 07:00:00,Morning,8,1,6,1,1,0,0,12,28,30.0,22,156,44,234,78.0,4,21,23,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 08:00:00,Morning,6,1,9,1,3,1,0,12,28,30.0,19,153,49,233,77.67,6,19,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 09:00:00,Morning,3,1,3,0,1,1,4,12,28,30.0,21,157,45,235,78.33,4,21,22,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 10:00:00,Morning,7,1,9,2,4,0,1,12,28,30.0,17,154,41,224,74.67,5,20,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-29 11:00:00,Morning,9,1,13,1,2,0,1,12,28,30.0,19,160,47,238,79.33,7,18,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 12:00:00,Morning,6,1,5,2,2,4,0,16,24,40.0,19,157,39,231,77.0,6,19,23,0,3,Normal Operations,LOW
HOSP_001,2024-07-29 13:00:00,Morning,10,1,3,2,3,1,2,14,26,35.0,17,155,42,228,76.0,3,22,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 14:00:00,Evening,4,1,8,0,0,1,0,14,26,35.0,20,152,44,230,76.67,8,17,21,0,3,Normal Operations,LOW
HOSP_001,2024-07-29 15:00:00,Evening,10,2,9,2,1,0,0,15,25,37.5,22,158,43,238,79.33,6,19,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-29 16:00:00,Evening,7,1,7,2,1,0,0,16,24,40.0,17,155,44,232,77.33,8,17,23,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 17:00:00,Evening,7,1,12,3,3,2,2,15,25,37.5,23,153,50,241,80.33,8,17,22,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 18:00:00,Evening,5,1,6,3,1,1,0,19,21,47.5,23,158,43,243,81.0,7,18,22,0,5,Normal Operations,LOW
HOSP_001,2024-07-29 19:00:00,Evening,7,1,7,3,2,0,0,20,20,50.0,21,145,42,228,76.0,9,16,24,0,1,Normal Operations,LOW
HOSP_001,2024-07-29 20:00:00,Evening,4,1,5,1,3,0,0,18,22,45.0,20,145,41,224,74.67,9,16,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 21:00:00,Evening,3,0,2,0,5,0,1,12,28,30.0,20,147,43,222,74.0,4,21,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 22:00:00,Night,7,1,5,1,3,0,2,12,28,30.0,21,151,48,232,77.33,6,19,18,0,2,Normal Operations,LOW
HOSP_001,2024-07-29 23:00:00,Night,3,1,2,1,1,0,0,12,28,30.0,21,142,45,220,73.33,8,17,21,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 00:00:00,Night,3,1,6,4,1,1,0,15,25,37.5,19,153,43,230,76.67,7,18,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 01:00:00,Night,6,1,6,0,2,1,0,14,26,35.0,19,149,39,221,73.67,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 02:00:00,Night,4,1,6,1,1,2,1,15,25,37.5,19,147,40,221,73.67,8,17,19,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 03:00:00,Night,7,1,5,1,1,2,1,16,24,40.0,20,148,38,222,74.0,7,18,18,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 04:00:00,Night,4,1,5,4,0,0,1,20,20,50.0,22,150,38,230,76.67,7,18,17,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 05:00:00,Night,9,2,6,1,2,2,0,20,20,50.0,17,144,40,221,73.67,9,16,19,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 06:00:00,Morning,2,0,3,0,2,3,0,21,19,52.5,21,157,46,245,81.67,7,18,19,0,3,Normal Operations,LOW
HOSP_001,2024-07-30 07:00:00,Morning,8,2,4,0,1,0,1,19,21,47.5,23,146,44,232,77.33,8,17,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 08:00:00,Morning,6,1,5,1,2,0,1,18,22,45.0,20,158,43,239,79.67,8,17,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-30 09:00:00,Morning,5,1,5,1,3,0,1,15,25,37.5,17,161,42,235,78.33,9,16,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-30 10:00:00,Morning,9,1,9,0,4,1,0,12,28,30.0,20,157,43,232,77.33,6,19,23,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 11:00:00,Morning,3,1,9,0,2,1,0,12,28,30.0,19,159,43,233,77.67,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 12:00:00,Morning,7,1,5,0,1,1,0,12,28,30.0,19,150,47,228,76.0,4,21,21,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 13:00:00,Morning,10,2,8,1,2,0,0,12,28,30.0,18,161,46,237,79.0,6,19,21,0,3,Normal Operations,LOW
HOSP_001,2024-07-30 14:00:00,Evening,7,1,9,3,4,0,3,12,28,30.0,19,160,49,240,80.0,7,18,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 15:00:00,Evening,6,1,6,4,1,0,1,14,26,35.0,22,161,44,241,80.33,8,17,22,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 16:00:00,Evening,5,1,5,0,1,1,0,14,26,35.0,21,160,45,240,80.0,8,17,21,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 17:00:00,Evening,6,1,7,2,3,0,2,12,28,30.0,18,156,46,232,77.33,5,20,23,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 18:00:00,Evening,4,1,7,0,1,0,1,12,28,30.0,17,166,45,240,80.0,5,20,20,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 19:00:00,Evening,8,2,6,1,2,1,0,12,28,30.0,20,152,48,232,77.33,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-07-30 20:00:00,Evening,4,1,9,2,3,1,0,12,28,30.0,16,160,47,235,78.33,4,21,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 21:00:00,Evening,9,2,1,3,4,0,0,12,28,30.0,16,151,45,224,74.67,5,20,18,0,2,Normal Operations,LOW
HOSP_001,2024-07-30 22:00:00,Night,5,1,7,0,2,1,0,12,28,30.0,19,149,39,219,73.0,6,19,18,0,1,Normal Operations,LOW
HOSP_001,2024-07-30 23:00:00,Night,7,2,3,1,0,1,2,12,28,30.0,22,159,44,237,79.0,5,20,19,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 00:00:00,Night,6,1,8,0,1,0,0,12,28,30.0,17,155,40,224,74.67,5,20,21,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 01:00:00,Night,7,2,7,0,1,1,1,12,28,30.0,23,148,37,220,73.33,7,18,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-31 02:00:00,Night,6,1,6,0,1,0,0,12,28,30.0,19,146,41,218,72.67,7,18,18,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 03:00:00,Night,2,0,5,0,2,1,0,12,28,30.0,19,149,41,221,73.67,6,19,17,0,4,Normal Operations,LOW
HOSP_001,2024-07-31 04:00:00,Night,6,1,5,2,1,0,0,13,27,32.5,15,141,41,210,70.0,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-31 05:00:00,Night,4,1,8,1,5,2,1,12,28,30.0,21,153,42,228,76.0,4,21,17,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 06:00:00,Morning,4,1,5,0,3,0,1,12,28,30.0,20,149,41,222,74.0,4,21,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-31 07:00:00,Morning,4,1,9,4,2,0,0,13,27,32.5,21,152,43,229,76.33,6,19,22,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 08:00:00,Morning,8,2,6,0,1,0,1,12,28,30.0,18,147,43,220,73.33,4,21,21,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 09:00:00,Morning,3,1,6,1,3,0,1,12,28,30.0,20,149,42,223,74.33,4,21,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 10:00:00,Morning,5,1,9,1,2,0,0,12,28,30.0,20,145,42,219,73.0,3,22,24,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 11:00:00,Morning,7,1,3,0,0,1,0,13,27,32.5,19,156,38,226,75.33,7,18,22,0,2,Normal Operations,LOW
HOSP_001,2024-07-31 12:00:00,Morning,6,1,2,0,2,1,1,12,28,30.0,18,156,41,227,75.67,6,19,23,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 13:00:00,Morning,1,0,6,0,1,1,4,12,28,30.0,19,149,40,220,73.33,4,21,22,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 14:00:00,Evening,10,2,5,0,3,0,0,12,28,30.0,16,156,46,230,76.67,3,22,19,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 15:00:00,Evening,7,1,8,1,0,0,1,12,28,30.0,19,149,43,223,74.33,5,20,23,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 16:00:00,Evening,7,1,7,1,2,0,0,12,28,30.0,21,158,46,237,79.0,5,20,24,0,2,Normal Operations,LOW
HOSP_001,2024-07-31 17:00:00,Evening,13,2,16,3,3,2,1,14,26,35.0,19,156,47,236,78.67,8,17,23,0,3,Normal Operations,LOW
HOSP_001,2024-07-31 18:00:00,Evening,9,2,8,2,1,0,1,14,26,35.0,21,161,43,239,79.67,7,18,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-31 19:00:00,Evening,7,1,6,2,4,1,0,13,27,32.5,19,155,47,234,78.0,6,19,22,0,0,Normal Operations,LOW
HOSP_001,2024-07-31 20:00:00,Evening,6,1,2,0,0,0,2,12,28,30.0,21,162,39,234,78.0,4,21,19,0,2,Normal Operations,LOW
HOSP_001,2024-07-31 21:00:00,Evening,6,2,5,1,2,0,1,12,28,30.0,21,156,46,235,78.33,2,23,18,0,0,Normal Operations,LOW
HOSP_001,2024-07-31 22:00:00,Night,6,1,4,2,1,0,0,14,26,35.0,20,157,48,239,79.67,6,19,19,0,1,Normal Operations,LOW
HOSP_001,2024-07-31 23:00:00,Night,2,0,11,0,2,0,0,12,28,30.0,20,160,42,234,78.0,6,19,20,0,3,Normal Operations,LOW
HOSP_001,2024-08-01 00:00:00,Night,6,1,5,1,1,0,1,12,28,30.0,20,163,38,233,77.67,5,20,19,0,3,Normal Operations,LOW
HOSP_001,2024-08-01 01:00:00,Night,7,2,4,1,0,0,0,13,27,32.5,21,156,42,232,77.33,6,19,19,0,1,Normal Operations,LOW
HOSP_001,2024-08-01 02:00:00,Night,5,1,4,1,0,1,0,16,24,40.0,20,157,40,233,77.67,8,17,19,0,3,Normal Operations,LOW
HOSP_001,2024-08-01 03:00:00,Night,5,1,6,2,2,1,3,15,25,37.5,18,157,46,236,78.67,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-08-01 04:00:00,Night,6,1,7,1,0,0,0,16,24,40.0,18,157,41,232,77.33,8,17,17,0,5,Normal Operations,LOW
HOSP_001,2024-08-01 05:00:00,Night,1,0,3,1,1,0,0,15,25,37.5,18,143,39,215,71.67,7,18,18,0,2,Normal Operations,LOW
HOSP_001,2024-08-01 06:00:00,Morning,5,1,3,0,1,0,0,14,26,35.0,19,148,49,230,76.67,4,21,19,0,1,Normal Operations,LOW
HOSP_001,2024-08-01 07:00:00,Morning,8,1,5,0,0,1,0,16,24,40.0,17,150,47,230,76.67,6,19,23,0,0,Normal Operations,LOW
HOSP_001,2024-08-01 08:00:00,Morning,13,3,3,0,4,0,0,12,28,30.0,19,145,40,216,72.0,5,20,21,0,3,Normal Operations,LOW
